tile_id,image_id,row,col,tissue_fraction,label,label_source
Small_intestine_ABCD3_Male_66_4202__r7c6.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,7,6,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r7c7.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,7,7,0.0000,no,auto
Small_intestine_ADPGK_Male_68_2471__r0c0.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,0,0,0.0001,no,auto
Small_intestine_ADPGK_Male_68_2471__r0c1.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,0,1,0.0000,no,auto
Small_intestine_ADPGK_Male_68_2471__r0c6.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,0,6,0.0040,no,auto
Small_intestine_ADPGK_Male_68_2471__r0c7.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,0,7,0.0001,no,auto
Small_intestine_ADPGK_Male_68_2471__r1c0.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,1,0,0.0004,no,auto
Small_intestine_ADPGK_Male_68_2471__r1c7.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,1,7,0.0144,no,auto
Small_intestine_ADPGK_Male_68_2471__r6c0.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,6,0,0.0014,no,auto
Small_intestine_ADPGK_Male_68_2471__r6c7.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,6,7,0.0414,no,auto
Small_intestine_ADPGK_Male_68_2471__r7c0.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,7,0,0.0001,no,auto
Small_intestine_ADPGK_Male_68_2471__r7c1.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,7,1,0.0036,no,auto
Small_intestine_ADPGK_Male_68_2471__r7c6.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,7,6,0.0071,no,auto
Small_intestine_ADPGK_Male_68_2471__r7c7.jpg,Small_intestine_ADPGK_Male_68_2471.jpg,7,7,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r0c0.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,0,0,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r0c1.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,0,1,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r0c2.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,0,2,0.0308,no,auto
Duodenum_ACSM2B_Male_59_1961__r0c5.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,0,5,0.0178,no,auto
Duodenum_ACSM2B_Male_59_1961__r0c6.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,0,6,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r0c7.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,0,7,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r1c0.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,1,0,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r1c7.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,1,7,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r2c0.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,2,0,0.0430,no,auto
Duodenum_ACSM2B_Male_59_1961__r5c0.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,5,0,0.0013,no,auto
Duodenum_ACSM2B_Male_59_1961__r6c0.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,6,0,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r6c1.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,6,1,0.0248,no,auto
Duodenum_ACSM2B_Male_59_1961__r6c7.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,6,7,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r7c0.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,7,0,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r7c1.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,7,1,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r7c2.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,7,2,0.0011,no,auto
Duodenum_ACSM2B_Male_59_1961__r7c6.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,7,6,0.0000,no,auto
Duodenum_ACSM2B_Male_59_1961__r7c7.jpg,Duodenum_ACSM2B_Male_59_1961.jpg,7,7,0.0000,no,auto
