tile_id,tissue_fraction
Duodenum_CHGA_Female_43_148__r4c7.jpg,0.1038
Duodenum_CHGA_Female_43_148__r5c0.jpg,0.0000
Duodenum_CHGA_Female_43_148__r5c1.jpg,0.2032
Duodenum_CHGA_Female_43_148__r5c2.jpg,0.5854
Duodenum_CHGA_Female_43_148__r5c3.jpg,0.4895
Duodenum_CHGA_Female_43_148__r5c4.jpg,0.3805
Duodenum_CHGA_Female_43_148__r5c5.jpg,0.2894
Duodenum_CHGA_Female_43_148__r5c6.jpg,0.2825
Duodenum_CHGA_Female_43_148__r5c7.jpg,0.0301
Duodenum_CHGA_Female_43_148__r6c0.jpg,0.0004
Duodenum_CHGA_Female_43_148__r6c1.jpg,0.0000
Duodenum_CHGA_Female_43_148__r6c2.jpg,0.1902
Duodenum_CHGA_Female_43_148__r6c3.jpg,0.4485
Duodenum_CHGA_Female_43_148__r6c4.jpg,0.3150
Duodenum_CHGA_Female_43_148__r6c5.jpg,0.2258
Duodenum_CHGA_Female_43_148__r6c6.jpg,0.0600
Duodenum_CHGA_Female_43_148__r6c7.jpg,0.0002
Duodenum_CHGA_Female_43_148__r7c0.jpg,0.0000
Duodenum_CHGA_Female_43_148__r7c1.jpg,0.0000
Duodenum_CHGA_Female_43_148__r7c2.jpg,0.0000
Duodenum_CHGA_Female_43_148__r7c3.jpg,0.0000
Duodenum_CHGA_Female_43_148__r7c4.jpg,0.0000
Duodenum_CHGA_Female_43_148__r7c5.jpg,0.0004
Duodenum_CHGA_Female_43_148__r7c6.jpg,0.0000
Duodenum_CHGA_Female_43_148__r7c7.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r0c0.jpg,0.0001
Small_intestine_ACBD5_Male_71_2411__r0c1.jpg,0.0001
Small_intestine_ACBD5_Male_71_2411__r0c2.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r0c3.jpg,0.0167
Small_intestine_ACBD5_Male_71_2411__r0c4.jpg,0.1961
Small_intestine_ACBD5_Male_71_2411__r0c5.jpg,0.0617
Small_intestine_ACBD5_Male_71_2411__r0c6.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r0c7.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r1c0.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r1c1.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r1c2.jpg,0.0055
Small_intestine_ACBD5_Male_71_2411__r1c3.jpg,0.3224
Small_intestine_ACBD5_Male_71_2411__r1c4.jpg,0.9155
Small_intestine_ACBD5_Male_71_2411__r1c5.jpg,0.8288
Small_intestine_ACBD5_Male_71_2411__r1c6.jpg,0.3063
Small_intestine_ACBD5_Male_71_2411__r1c7.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r2c0.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r2c1.jpg,0.0029
Small_intestine_ACBD5_Male_71_2411__r2c2.jpg,0.0015
Small_intestine_ACBD5_Male_71_2411__r2c3.jpg,0.5333
Small_intestine_ACBD5_Male_71_2411__r2c4.jpg,0.8725
Small_intestine_ACBD5_Male_71_2411__r2c5.jpg,0.8440
Small_intestine_ACBD5_Male_71_2411__r2c6.jpg,0.7497
Small_intestine_ACBD5_Male_71_2411__r2c7.jpg,0.0674
Small_intestine_ACBD5_Male_71_2411__r3c0.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r3c1.jpg,0.0315
Small_intestine_ACBD5_Male_71_2411__r3c2.jpg,0.0312
Small_intestine_ACBD5_Male_71_2411__r3c3.jpg,0.5374
Small_intestine_ACBD5_Male_71_2411__r3c4.jpg,0.8774
Small_intestine_ACBD5_Male_71_2411__r3c5.jpg,0.8299
Small_intestine_ACBD5_Male_71_2411__r3c6.jpg,0.8931
Small_intestine_ACBD5_Male_71_2411__r3c7.jpg,0.2895
Small_intestine_ACBD5_Male_71_2411__r4c0.jpg,0.0001
Small_intestine_ACBD5_Male_71_2411__r4c1.jpg,0.0866
Small_intestine_ACBD5_Male_71_2411__r4c2.jpg,0.0498
Small_intestine_ACBD5_Male_71_2411__r4c3.jpg,0.4650
Small_intestine_ACBD5_Male_71_2411__r4c4.jpg,0.9239
Small_intestine_ACBD5_Male_71_2411__r4c5.jpg,0.9184
Small_intestine_ACBD5_Male_71_2411__r4c6.jpg,0.8508
Small_intestine_ACBD5_Male_71_2411__r4c7.jpg,0.3432
Small_intestine_ACBD5_Male_71_2411__r5c0.jpg,0.0008
Small_intestine_ACBD5_Male_71_2411__r5c1.jpg,0.0484
Small_intestine_ACBD5_Male_71_2411__r5c2.jpg,0.0923
Small_intestine_ACBD5_Male_71_2411__r5c3.jpg,0.2916
Small_intestine_ACBD5_Male_71_2411__r5c4.jpg,0.9063
Small_intestine_ACBD5_Male_71_2411__r5c5.jpg,0.8486
Small_intestine_ACBD5_Male_71_2411__r5c6.jpg,0.8028
Small_intestine_ACBD5_Male_71_2411__r5c7.jpg,0.1307
Small_intestine_ACBD5_Male_71_2411__r6c0.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r6c1.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r6c2.jpg,0.0804
Small_intestine_ACBD5_Male_71_2411__r6c3.jpg,0.0511
Small_intestine_ACBD5_Male_71_2411__r6c4.jpg,0.7894
Small_intestine_ACBD5_Male_71_2411__r6c5.jpg,0.7587
Small_intestine_ACBD5_Male_71_2411__r6c6.jpg,0.2821
Small_intestine_ACBD5_Male_71_2411__r6c7.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r7c0.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r7c1.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r7c2.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r7c3.jpg,0.0047
Small_intestine_ACBD5_Male_71_2411__r7c4.jpg,0.1142
Small_intestine_ACBD5_Male_71_2411__r7c5.jpg,0.0523
Small_intestine_ACBD5_Male_71_2411__r7c6.jpg,0.0000
Small_intestine_ACBD5_Male_71_2411__r7c7.jpg,0.0001
Duodenum_C18orf32_Male_35_3219__r0c0.jpg,0.0006
Duodenum_C18orf32_Male_35_3219__r0c1.jpg,0.0001
Duodenum_C18orf32_Male_35_3219__r0c2.jpg,0.0357
Duodenum_C18orf32_Male_35_3219__r0c3.jpg,0.1574
Duodenum_C18orf32_Male_35_3219__r0c4.jpg,0.0170
Duodenum_C18orf32_Male_35_3219__r0c5.jpg,0.0690
Duodenum_C18orf32_Male_35_3219__r0c6.jpg,0.0002
Duodenum_C18orf32_Male_35_3219__r0c7.jpg,0.0015
Duodenum_C18orf32_Male_35_3219__r1c0.jpg,0.0002
Duodenum_C18orf32_Male_35_3219__r1c1.jpg,0.1570
Duodenum_C18orf32_Male_35_3219__r1c2.jpg,0.4643
Duodenum_C18orf32_Male_35_3219__r1c3.jpg,0.1905
Duodenum_C18orf32_Male_35_3219__r1c4.jpg,0.1572
Duodenum_C18orf32_Male_35_3219__r1c5.jpg,0.4533
Duodenum_C18orf32_Male_35_3219__r1c6.jpg,0.4409
Duodenum_C18orf32_Male_35_3219__r1c7.jpg,0.0551
Duodenum_C18orf32_Male_35_3219__r2c0.jpg,0.0671
Duodenum_C18orf32_Male_35_3219__r2c1.jpg,0.3091
Duodenum_C18orf32_Male_35_3219__r2c2.jpg,0.2624
Duodenum_C18orf32_Male_35_3219__r2c3.jpg,0.3165
Duodenum_C18orf32_Male_35_3219__r2c4.jpg,0.5182
Duodenum_C18orf32_Male_35_3219__r2c5.jpg,0.6478
Duodenum_C18orf32_Male_35_3219__r2c6.jpg,0.9461
Duodenum_C18orf32_Male_35_3219__r2c7.jpg,0.5374
Duodenum_C18orf32_Male_35_3219__r3c0.jpg,0.1365
Duodenum_C18orf32_Male_35_3219__r3c1.jpg,0.2962
Duodenum_C18orf32_Male_35_3219__r3c2.jpg,0.3790
Duodenum_C18orf32_Male_35_3219__r3c3.jpg,0.7258
Duodenum_C18orf32_Male_35_3219__r3c4.jpg,0.7235
Duodenum_C18orf32_Male_35_3219__r3c5.jpg,0.8269
Duodenum_C18orf32_Male_35_3219__r3c6.jpg,0.9415
Duodenum_C18orf32_Male_35_3219__r3c7.jpg,0.6889
Duodenum_C18orf32_Male_35_3219__r4c0.jpg,0.0695
Duodenum_C18orf32_Male_35_3219__r4c1.jpg,0.2292
Duodenum_C18orf32_Male_35_3219__r4c2.jpg,0.3393
Duodenum_C18orf32_Male_35_3219__r4c3.jpg,0.6873
Duodenum_C18orf32_Male_35_3219__r4c4.jpg,0.7161
Duodenum_C18orf32_Male_35_3219__r4c5.jpg,0.8445
Duodenum_C18orf32_Male_35_3219__r4c6.jpg,0.9481
Duodenum_C18orf32_Male_35_3219__r4c7.jpg,0.5479
Duodenum_C18orf32_Male_35_3219__r5c0.jpg,0.0028
Duodenum_C18orf32_Male_35_3219__r5c1.jpg,0.2796
Duodenum_C18orf32_Male_35_3219__r5c2.jpg,0.5118
Duodenum_C18orf32_Male_35_3219__r5c3.jpg,0.7347
Duodenum_C18orf32_Male_35_3219__r5c4.jpg,0.9033
Duodenum_C18orf32_Male_35_3219__r5c5.jpg,0.8928
Duodenum_C18orf32_Male_35_3219__r5c6.jpg,0.9031
Duodenum_C18orf32_Male_35_3219__r5c7.jpg,0.1994
Duodenum_C18orf32_Male_35_3219__r6c0.jpg,0.0001
Duodenum_C18orf32_Male_35_3219__r6c1.jpg,0.2334
Duodenum_C18orf32_Male_35_3219__r6c2.jpg,0.6108
Duodenum_C18orf32_Male_35_3219__r6c3.jpg,0.7685
Duodenum_C18orf32_Male_35_3219__r6c4.jpg,0.8648
Duodenum_C18orf32_Male_35_3219__r6c5.jpg,0.8949
Duodenum_C18orf32_Male_35_3219__r6c6.jpg,0.3004
Duodenum_C18orf32_Male_35_3219__r6c7.jpg,0.0001
Duodenum_C18orf32_Male_35_3219__r7c0.jpg,0.0001
Duodenum_C18orf32_Male_35_3219__r7c1.jpg,0.0001
Duodenum_C18orf32_Male_35_3219__r7c2.jpg,0.1020
Duodenum_C18orf32_Male_35_3219__r7c3.jpg,0.2701
Duodenum_C18orf32_Male_35_3219__r7c4.jpg,0.2902
Duodenum_C18orf32_Male_35_3219__r7c5.jpg,0.0693
Duodenum_C18orf32_Male_35_3219__r7c6.jpg,0.0001
Duodenum_C18orf32_Male_35_3219__r7c7.jpg,0.0004
Duodenum_AAGAB_Female_62_3515__r0c0.jpg,0.0000
Duodenum_AAGAB_Female_62_3515__r0c1.jpg,0.0002
Duodenum_AAGAB_Female_62_3515__r0c2.jpg,0.1764
Duodenum_AAGAB_Female_62_3515__r0c3.jpg,0.2396
Duodenum_AAGAB_Female_62_3515__r0c4.jpg,0.1297
Duodenum_AAGAB_Female_62_3515__r0c5.jpg,0.0250
Duodenum_AAGAB_Female_62_3515__r0c6.jpg,0.0000
Duodenum_AAGAB_Female_62_3515__r0c7.jpg,0.0003
Duodenum_AAGAB_Female_62_3515__r1c0.jpg,0.0001
Duodenum_AAGAB_Female_62_3515__r1c1.jpg,0.3566
Duodenum_AAGAB_Female_62_3515__r1c2.jpg,0.8140
Duodenum_AAGAB_Female_62_3515__r1c3.jpg,0.6830
Duodenum_AAGAB_Female_62_3515__r1c4.jpg,0.7160
Duodenum_AAGAB_Female_62_3515__r1c5.jpg,0.4923
Duodenum_AAGAB_Female_62_3515__r1c6.jpg,0.1897
Duodenum_AAGAB_Female_62_3515__r1c7.jpg,0.0000
Duodenum_AAGAB_Female_62_3515__r2c0.jpg,0.0558
Duodenum_AAGAB_Female_62_3515__r2c1.jpg,0.8308
Duodenum_AAGAB_Female_62_3515__r2c2.jpg,0.9002
Duodenum_AAGAB_Female_62_3515__r2c3.jpg,0.7504
Duodenum_AAGAB_Female_62_3515__r2c4.jpg,0.3469
Duodenum_AAGAB_Female_62_3515__r2c5.jpg,0.3418
Duodenum_AAGAB_Female_62_3515__r2c6.jpg,0.2009
Duodenum_AAGAB_Female_62_3515__r2c7.jpg,0.0004
Duodenum_AAGAB_Female_62_3515__r3c0.jpg,0.1405
Duodenum_AAGAB_Female_62_3515__r3c1.jpg,0.7635
Duodenum_AAGAB_Female_62_3515__r3c2.jpg,0.9430
Duodenum_AAGAB_Female_62_3515__r3c3.jpg,0.9134
Duodenum_AAGAB_Female_62_3515__r3c4.jpg,0.3234
Duodenum_AAGAB_Female_62_3515__r3c5.jpg,0.1239
Duodenum_AAGAB_Female_62_3515__r3c6.jpg,0.1603
Duodenum_AAGAB_Female_62_3515__r3c7.jpg,0.0009
Duodenum_AAGAB_Female_62_3515__r4c0.jpg,0.0499
Duodenum_AAGAB_Female_62_3515__r4c1.jpg,0.6733
Duodenum_AAGAB_Female_62_3515__r4c2.jpg,0.9448
Duodenum_AAGAB_Female_62_3515__r4c3.jpg,0.8760
Duodenum_AAGAB_Female_62_3515__r4c4.jpg,0.5657
Duodenum_AAGAB_Female_62_3515__r4c5.jpg,0.7920
Duodenum_AAGAB_Female_62_3515__r4c6.jpg,0.2739
Duodenum_AAGAB_Female_62_3515__r4c7.jpg,0.0039
Duodenum_AAGAB_Female_62_3515__r5c0.jpg,0.0001
Duodenum_AAGAB_Female_62_3515__r5c1.jpg,0.6709
Duodenum_AAGAB_Female_62_3515__r5c2.jpg,0.9245
Duodenum_AAGAB_Female_62_3515__r5c3.jpg,0.7773
Duodenum_AAGAB_Female_62_3515__r5c4.jpg,0.8124
Duodenum_AAGAB_Female_62_3515__r5c5.jpg,0.7765
Duodenum_AAGAB_Female_62_3515__r5c6.jpg,0.3583
Duodenum_AAGAB_Female_62_3515__r5c7.jpg,0.0000
Duodenum_AAGAB_Female_62_3515__r6c0.jpg,0.0002
Duodenum_AAGAB_Female_62_3515__r6c1.jpg,0.2578
Duodenum_AAGAB_Female_62_3515__r6c2.jpg,0.8563
Duodenum_AAGAB_Female_62_3515__r6c3.jpg,0.7528
Duodenum_AAGAB_Female_62_3515__r6c4.jpg,0.7954
Duodenum_AAGAB_Female_62_3515__r6c5.jpg,0.7854
Duodenum_AAGAB_Female_62_3515__r6c6.jpg,0.1522
Duodenum_AAGAB_Female_62_3515__r6c7.jpg,0.0000
Duodenum_AAGAB_Female_62_3515__r7c0.jpg,0.0001
Duodenum_AAGAB_Female_62_3515__r7c1.jpg,0.0000
Duodenum_AAGAB_Female_62_3515__r7c2.jpg,0.0765
Duodenum_AAGAB_Female_62_3515__r7c3.jpg,0.2789
Duodenum_AAGAB_Female_62_3515__r7c4.jpg,0.2909
Duodenum_AAGAB_Female_62_3515__r7c5.jpg,0.0860
Duodenum_AAGAB_Female_62_3515__r7c6.jpg,0.0000
Duodenum_AAGAB_Female_62_3515__r7c7.jpg,0.0000
Duodenum_COX4I1_Male_66_2329__r0c0.jpg,0.0003
Duodenum_COX4I1_Male_66_2329__r0c1.jpg,0.0004
Duodenum_COX4I1_Male_66_2329__r0c2.jpg,0.0105
Duodenum_COX4I1_Male_66_2329__r0c3.jpg,0.0987
Duodenum_COX4I1_Male_66_2329__r0c4.jpg,0.0046
Duodenum_COX4I1_Male_66_2329__r0c5.jpg,0.0257
Duodenum_COX4I1_Male_66_2329__r0c6.jpg,0.0143
Duodenum_COX4I1_Male_66_2329__r0c7.jpg,0.0000
Duodenum_COX4I1_Male_66_2329__r1c0.jpg,0.0001
Duodenum_COX4I1_Male_66_2329__r1c1.jpg,0.0144
Duodenum_COX4I1_Male_66_2329__r1c2.jpg,0.2481
Duodenum_COX4I1_Male_66_2329__r1c3.jpg,0.3397
Duodenum_COX4I1_Male_66_2329__r1c4.jpg,0.2117
Duodenum_COX4I1_Male_66_2329__r1c5.jpg,0.3298
Duodenum_COX4I1_Male_66_2329__r1c6.jpg,0.1329
Duodenum_COX4I1_Male_66_2329__r1c7.jpg,0.0007
Duodenum_COX4I1_Male_66_2329__r2c0.jpg,0.0376
Duodenum_COX4I1_Male_66_2329__r2c1.jpg,0.1558
Duodenum_COX4I1_Male_66_2329__r2c2.jpg,0.2036
Duodenum_COX4I1_Male_66_2329__r2c3.jpg,0.3034
Duodenum_COX4I1_Male_66_2329__r2c4.jpg,0.3541
Duodenum_COX4I1_Male_66_2329__r2c5.jpg,0.3318
Duodenum_COX4I1_Male_66_2329__r2c6.jpg,0.3031
Duodenum_COX4I1_Male_66_2329__r2c7.jpg,0.1813
Duodenum_COX4I1_Male_66_2329__r3c0.jpg,0.3143
Duodenum_COX4I1_Male_66_2329__r3c1.jpg,0.6208
Duodenum_COX4I1_Male_66_2329__r3c2.jpg,0.6648
Duodenum_COX4I1_Male_66_2329__r3c3.jpg,0.4661
Duodenum_COX4I1_Male_66_2329__r3c4.jpg,0.6265
Duodenum_COX4I1_Male_66_2329__r3c5.jpg,0.8413
Duodenum_COX4I1_Male_66_2329__r3c6.jpg,0.7632
Duodenum_COX4I1_Male_66_2329__r3c7.jpg,0.4304
Duodenum_COX4I1_Male_66_2329__r4c0.jpg,0.4592
Duodenum_COX4I1_Male_66_2329__r4c1.jpg,0.8413
Duodenum_COX4I1_Male_66_2329__r4c2.jpg,0.7491
Duodenum_COX4I1_Male_66_2329__r4c3.jpg,0.6811
Duodenum_COX4I1_Male_66_2329__r4c4.jpg,0.6315
Duodenum_COX4I1_Male_66_2329__r4c5.jpg,0.8042
Duodenum_COX4I1_Male_66_2329__r4c6.jpg,0.7891
Duodenum_COX4I1_Male_66_2329__r4c7.jpg,0.4681
Duodenum_COX4I1_Male_66_2329__r5c0.jpg,0.2223
Duodenum_COX4I1_Male_66_2329__r5c1.jpg,0.7003
Duodenum_COX4I1_Male_66_2329__r5c2.jpg,0.7693
Duodenum_COX4I1_Male_66_2329__r5c3.jpg,0.7282
Duodenum_COX4I1_Male_66_2329__r5c4.jpg,0.7710
Duodenum_COX4I1_Male_66_2329__r5c5.jpg,0.7116
Duodenum_COX4I1_Male_66_2329__r5c6.jpg,0.6524
Duodenum_COX4I1_Male_66_2329__r5c7.jpg,0.2413
Duodenum_COX4I1_Male_66_2329__r6c0.jpg,0.0007
Duodenum_COX4I1_Male_66_2329__r6c1.jpg,0.4705
Duodenum_COX4I1_Male_66_2329__r6c2.jpg,0.6657
Duodenum_COX4I1_Male_66_2329__r6c3.jpg,0.6716
Duodenum_COX4I1_Male_66_2329__r6c4.jpg,0.5992
Duodenum_COX4I1_Male_66_2329__r6c5.jpg,0.6219
Duodenum_COX4I1_Male_66_2329__r6c6.jpg,0.3137
Duodenum_COX4I1_Male_66_2329__r6c7.jpg,0.0144
Duodenum_COX4I1_Male_66_2329__r7c0.jpg,0.0005
Duodenum_COX4I1_Male_66_2329__r7c1.jpg,0.0091
Duodenum_COX4I1_Male_66_2329__r7c2.jpg,0.2247
Duodenum_COX4I1_Male_66_2329__r7c3.jpg,0.3508
Duodenum_COX4I1_Male_66_2329__r7c4.jpg,0.3529
Duodenum_COX4I1_Male_66_2329__r7c5.jpg,0.1617
Duodenum_COX4I1_Male_66_2329__r7c6.jpg,0.0020
Duodenum_COX4I1_Male_66_2329__r7c7.jpg,0.0004
Small_intestine_ABCD3_Male_66_4202__r0c0.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r0c1.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r0c2.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r0c3.jpg,0.0537
Small_intestine_ABCD3_Male_66_4202__r0c4.jpg,0.0566
Small_intestine_ABCD3_Male_66_4202__r0c5.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r0c6.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r0c7.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r1c0.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r1c1.jpg,0.0621
Small_intestine_ABCD3_Male_66_4202__r1c2.jpg,0.4724
Small_intestine_ABCD3_Male_66_4202__r1c3.jpg,0.6973
Small_intestine_ABCD3_Male_66_4202__r1c4.jpg,0.6805
Small_intestine_ABCD3_Male_66_4202__r1c5.jpg,0.5268
Small_intestine_ABCD3_Male_66_4202__r1c6.jpg,0.0481
Small_intestine_ABCD3_Male_66_4202__r1c7.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r2c0.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r2c1.jpg,0.5077
Small_intestine_ABCD3_Male_66_4202__r2c2.jpg,0.5536
Small_intestine_ABCD3_Male_66_4202__r2c3.jpg,0.4622
Small_intestine_ABCD3_Male_66_4202__r2c4.jpg,0.7249
Small_intestine_ABCD3_Male_66_4202__r2c5.jpg,0.7511
Small_intestine_ABCD3_Male_66_4202__r2c6.jpg,0.4843
Small_intestine_ABCD3_Male_66_4202__r2c7.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r3c0.jpg,0.0734
Small_intestine_ABCD3_Male_66_4202__r3c1.jpg,0.7260
Small_intestine_ABCD3_Male_66_4202__r3c2.jpg,0.4971
Small_intestine_ABCD3_Male_66_4202__r3c3.jpg,0.1172
Small_intestine_ABCD3_Male_66_4202__r3c4.jpg,0.6890
Small_intestine_ABCD3_Male_66_4202__r3c5.jpg,0.7282
Small_intestine_ABCD3_Male_66_4202__r3c6.jpg,0.7532
Small_intestine_ABCD3_Male_66_4202__r3c7.jpg,0.0161
Small_intestine_ABCD3_Male_66_4202__r4c0.jpg,0.0757
Small_intestine_ABCD3_Male_66_4202__r4c1.jpg,0.7500
Small_intestine_ABCD3_Male_66_4202__r4c2.jpg,0.2633
Small_intestine_ABCD3_Male_66_4202__r4c3.jpg,0.1718
Small_intestine_ABCD3_Male_66_4202__r4c4.jpg,0.6407
Small_intestine_ABCD3_Male_66_4202__r4c5.jpg,0.7463
Small_intestine_ABCD3_Male_66_4202__r4c6.jpg,0.7807
Small_intestine_ABCD3_Male_66_4202__r4c7.jpg,0.0015
Small_intestine_ABCD3_Male_66_4202__r5c0.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r5c1.jpg,0.2199
Small_intestine_ABCD3_Male_66_4202__r5c2.jpg,0.0364
Small_intestine_ABCD3_Male_66_4202__r5c3.jpg,0.1373
Small_intestine_ABCD3_Male_66_4202__r5c4.jpg,0.7260
Small_intestine_ABCD3_Male_66_4202__r5c5.jpg,0.7780
Small_intestine_ABCD3_Male_66_4202__r5c6.jpg,0.6031
Small_intestine_ABCD3_Male_66_4202__r5c7.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r6c0.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r6c1.jpg,0.0002
Small_intestine_ABCD3_Male_66_4202__r6c2.jpg,0.0117
Small_intestine_ABCD3_Male_66_4202__r6c3.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r6c4.jpg,0.3316
Small_intestine_ABCD3_Male_66_4202__r6c5.jpg,0.6180
Small_intestine_ABCD3_Male_66_4202__r6c6.jpg,0.1149
Small_intestine_ABCD3_Male_66_4202__r6c7.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r7c0.jpg,0.0014
Small_intestine_ABCD3_Male_66_4202__r7c1.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r7c2.jpg,0.0001
Small_intestine_ABCD3_Male_66_4202__r7c3.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r7c4.jpg,0.0323
Small_intestine_ABCD3_Male_66_4202__r7c5.jpg,0.0033
Small_intestine_ABCD3_Male_66_4202__r7c6.jpg,0.0000
Small_intestine_ABCD3_Male_66_4202__r7c7.jpg,0.0000
Small_intestine_ADPGK_Male_68_2471__r0c0.jpg,0.0001
Small_intestine_ADPGK_Male_68_2471__r0c1.jpg,0.0000
Small_intestine_ADPGK_Male_68_2471__r0c2.jpg,0.2068
Small_intestine_ADPGK_Male_68_2471__r0c3.jpg,0.4133
Small_intestine_ADPGK_Male_68_2471__r0c4.jpg,0.3468
Small_intestine_ADPGK_Male_68_2471__r0c5.jpg,0.2144
Small_intestine_ADPGK_Male_68_2471__r0c6.jpg,0.0040
Small_intestine_ADPGK_Male_68_2471__r0c7.jpg,0.0001
Small_intestine_ADPGK_Male_68_2471__r1c0.jpg,0.0004
Small_intestine_ADPGK_Male_68_2471__r1c1.jpg,0.4188
Small_intestine_ADPGK_Male_68_2471__r1c2.jpg,0.7015
Small_intestine_ADPGK_Male_68_2471__r1c3.jpg,0.6739
Small_intestine_ADPGK_Male_68_2471__r1c4.jpg,0.6066
Small_intestine_ADPGK_Male_68_2471__r1c5.jpg,0.5118
Small_intestine_ADPGK_Male_68_2471__r1c6.jpg,0.4691
Small_intestine_ADPGK_Male_68_2471__r1c7.jpg,0.0144
Small_intestine_ADPGK_Male_68_2471__r2c0.jpg,0.1425
Small_intestine_ADPGK_Male_68_2471__r2c1.jpg,0.7385
Small_intestine_ADPGK_Male_68_2471__r2c2.jpg,0.7864
Small_intestine_ADPGK_Male_68_2471__r2c3.jpg,0.7612
Small_intestine_ADPGK_Male_68_2471__r2c4.jpg,0.7518
Small_intestine_ADPGK_Male_68_2471__r2c5.jpg,0.7241
Small_intestine_ADPGK_Male_68_2471__r2c6.jpg,0.6941
Small_intestine_ADPGK_Male_68_2471__r2c7.jpg,0.2971
Small_intestine_ADPGK_Male_68_2471__r3c0.jpg,0.4767
Small_intestine_ADPGK_Male_68_2471__r3c1.jpg,0.7940
Small_intestine_ADPGK_Male_68_2471__r3c2.jpg,0.9165
Small_intestine_ADPGK_Male_68_2471__r3c3.jpg,0.8945
Small_intestine_ADPGK_Male_68_2471__r3c4.jpg,0.8448
Small_intestine_ADPGK_Male_68_2471__r3c5.jpg,0.8346
Small_intestine_ADPGK_Male_68_2471__r3c6.jpg,0.7351
Small_intestine_ADPGK_Male_68_2471__r3c7.jpg,0.4625
Small_intestine_ADPGK_Male_68_2471__r4c0.jpg,0.5441
Small_intestine_ADPGK_Male_68_2471__r4c1.jpg,0.7978
Small_intestine_ADPGK_Male_68_2471__r4c2.jpg,0.9440
Small_intestine_ADPGK_Male_68_2471__r4c3.jpg,0.8784
Small_intestine_ADPGK_Male_68_2471__r4c4.jpg,0.9195
Small_intestine_ADPGK_Male_68_2471__r4c5.jpg,0.8997
Small_intestine_ADPGK_Male_68_2471__r4c6.jpg,0.7478
Small_intestine_ADPGK_Male_68_2471__r4c7.jpg,0.4129
Small_intestine_ADPGK_Male_68_2471__r5c0.jpg,0.2928
Small_intestine_ADPGK_Male_68_2471__r5c1.jpg,0.9494
Small_intestine_ADPGK_Male_68_2471__r5c2.jpg,0.9583
Small_intestine_ADPGK_Male_68_2471__r5c3.jpg,0.9603
Small_intestine_ADPGK_Male_68_2471__r5c4.jpg,0.9736
Small_intestine_ADPGK_Male_68_2471__r5c5.jpg,0.9372
Small_intestine_ADPGK_Male_68_2471__r5c6.jpg,0.7748
Small_intestine_ADPGK_Male_68_2471__r5c7.jpg,0.3531
Small_intestine_ADPGK_Male_68_2471__r6c0.jpg,0.0014
Small_intestine_ADPGK_Male_68_2471__r6c1.jpg,0.4641
Small_intestine_ADPGK_Male_68_2471__r6c2.jpg,0.8409
Small_intestine_ADPGK_Male_68_2471__r6c3.jpg,0.8435
Small_intestine_ADPGK_Male_68_2471__r6c4.jpg,0.7542
Small_intestine_ADPGK_Male_68_2471__r6c5.jpg,0.8644
Small_intestine_ADPGK_Male_68_2471__r6c6.jpg,0.5451
Small_intestine_ADPGK_Male_68_2471__r6c7.jpg,0.0414
Small_intestine_ADPGK_Male_68_2471__r7c0.jpg,0.0001
Small_intestine_ADPGK_Male_68_2471__r7c1.jpg,0.0036
Small_intestine_ADPGK_Male_68_2471__r7c2.jpg,0.1697
Small_intestine_ADPGK_Male_68_2471__r7c3.jpg,0.2832
Small_intestine_ADPGK_Male_68_2471__r7c4.jpg,0.2403
Small_intestine_ADPGK_Male_68_2471__r7c5.jpg,0.1786
